1	TRUE	http://en.wikipedia.org/wiki/Aaron	Aaron	Aaron	Origen stresses the importance of combining intellect and virtue ( " theoria " and " praxis " ) in our spiritual exercises , drawing on the image of Moses and Aaron leading the Israelites through the wilderness , and he describes our union with God as the marriage of our souls with Christ the Logos , using the wedding imagery from the Song of Songs .
0	FALSE	http://en.wikipedia.org/wiki/Abbey_of_Saint_Gall	St.Gallen	Abbey_of_Saint_Gall	The first explicit reference to Tuningen dates to 797 , in a deed of donation by the cloister St. Gallen .
0	FALSE	http://en.wikipedia.org/wiki/ABC_News	ABC	ABC_News	Launched in June 2000 , its subscriber list already includes more than 500 ABC , CBS and Fox affiliates throughout the United States .
1	FALSE	http://en.wikipedia.org/wiki/ABC_News	ABCNewsOne	ABC_News	Network News Service ( NNS ) is a pioneering news organization formed by ABC NewsOne , CBS Newspath and Fox NewsEdge .
1	TRUE	http://en.wikipedia.org/wiki/Abraham_Lincoln	AbrahamLincoln	Abraham_Lincoln	In 1857 , Durant hired private citizen Abraham Lincoln to represent the M&M in litigation brought by steamboat operators to dismantle Government Bridge , the first railroad bridge across the Mississippi River .
1	TRUE	http://en.wikipedia.org/wiki/Abraham_Lincoln	AbrahamLincoln	Abraham_Lincoln	This was chosen by the President of the United States , Abraham Lincoln , as the location of its Transfer Depot where up to seven railroads could transfer mail and other goods to Union Pacific trains bound for the west .
1	FALSE	http://en.wikipedia.org/wiki/Absolute_monarchy	royal absolutism	Absolute_monarchy	Jadis 's references to " reasons of State " , and her claim to own the people of Charn and to be beyond morality , represent the eclipse of the medieval Christian belief in natural law by the political concept of sovereignty , as embodied first in royal absolutism and then in modern dictatorships .
1	TRUE	http://en.wikipedia.org/wiki/Accompaniment	accompaniment	Accompaniment	Music is also used in literary drama , although its musical accompaniment is more sparingly used than in opera ; again , music communicates the mood or tone of events to the audience .
1	TRUE	http://en.wikipedia.org/wiki/Acedia	acedia	Acedia	Anchorites practiced continuous meditation on the scriptures as a means of climbing the ladder of perfection—a common religious image in the Mediterranean world and one found in Christianity through the story of Jacob 's ladder—and sought to fend off the demon of " acedia " ( " un-caring " ) , a boredom or apathy that prevents us from continuing on in our spiritual training .
1	TRUE	http://en.wikipedia.org/wiki/Active_intellect	active intellect	Active_intellect	The flash from the stars when the Narnian animals are given the ability to talk also most probably represents the Holy Spirit or " breath of life " of " Genesis " chapter 2 , as well as ( possibly ) the scholastic concept of the divine active intellect which inspires human beings with rationality .
1	TRUE	http://en.wikipedia.org/wiki/Adam	Adam	Adam	Genesis 15 begins , " After these things the word of the Lord came to Abram in a vision : " but even the reference to Adam and Eve walking with God in the Garden of Eden is subject to an interpretation which includes the mystical encounter between flesh and blood and God : between God and his spoken word , between God and His wisdom , teachings , Self-revelation , and of His relation to us as His creatures .
1	TRUE	http://en.wikipedia.org/wiki/Adam_of_Bremen	AdamofBremen	Adam_of_Bremen	Adam of Bremen describes Sweden , according to information he received from the Danish king Sven Estridson or also called Sweyn II of Denmark in 1068 : " It is very fruitful , the earth holds many crops and honey , it has a greater livestock than all other countries , there are a lot of useful rivers and forests , with regard to women they do not know moderation , they have for their economic position two , three , or more wives simultaneously , the rich and the rulers are innumerable .
1	TRUE	http://en.wikipedia.org/wiki/Ade_Love	Ade Love	Ade_Love	In the past , both Hubert Ogunde and Ade Love , of blessed memories , produced soundtracks of their movies using very rich Yoruba language .
1	TRUE	http://en.wikipedia.org/wiki/Adewale_Ayuba	AdewaleAyuba	Adewale_Ayuba	His success opened up the field to newcomers , however , leading to the success of Fabulous Olu Fajemirokun and Adewale Ayuba .
0	FALSE	http://en.wikipedia.org/wiki/Administrative_divisions_of_Kursk_Oblast	twenty-eight	Administrative_divisions_of_Kursk_Oblast	Thirty-six additional locomotives were built and coming west , and twenty-eight more were under construction .
0	FALSE	http://en.wikipedia.org/wiki/Administrative_divisions_of_Kursk_Oblast	twenty-eight	Administrative_divisions_of_Kursk_Oblast	Upon release , Kuti continued to criticise the government in his songs , and became known for eccentric behaviour , such as suddenly divorcing all twenty-eight wives because " no man has the right to own a woman 's vagina " .
1	TRUE	http://en.wikipedia.org/wiki/Aelred_of_Rievaulx	AelredofRievaulx	Aelred_of_Rievaulx	Arndt influenced Spener , who formed a group known as the " collegia pietatis " ( " college of piety " ) that stressed the role of spiritual direction among lay-people—a practice with a long tradition going back to Aelred of Rievaulx and known in Spener's own time from the work of Francis de Sales .
1	FALSE	http://en.wikipedia.org/wiki/Aérospatiale_Gazelle	Gazellehelicopter	Aérospatiale_Gazelle	Sea Dart was used during the Falklands War ( 1982 ) and is credited with seven confirmed kills ( plus one British Aérospatiale Gazelle helicopter downed by friendly fire ) .
1	TRUE	http://en.wikipedia.org/wiki/Aérospatiale_Gazelle	AérospatialeGazelle	Aérospatiale_Gazelle	Sea Dart was used during the Falklands War ( 1982 ) and is credited with seven confirmed kills ( plus one British Aérospatiale Gazelle helicopter downed by friendly fire ) .
0	TRUE	http://en.wikipedia.org/wiki/Africa	Africa	Africa	He started recording with Africa ' 70 , a huge band featuring drummer Tony Allen , who has since gone on to become a well-known musician in his own right .
1	TRUE	http://en.wikipedia.org/wiki/Africa	Africa	Africa	CBS Evening News is shown on Sky News to viewers in Europe and Africa .
1	TRUE	http://en.wikipedia.org/wiki/Africa	Africa	Africa	However , CBS News programming is shown for a few hours a day on Orbit News in Europe , Africa and the Middle East .
1	TRUE	http://en.wikipedia.org/wiki/Africa	Africa	Africa	The xylophone is a tuned idiophone , common throughout west and central Africa .
1	TRUE	http://en.wikipedia.org/wiki/Africa	Africa	Africa	Traditional music from Nigeria and throughout Africa is almost always functional ; in other words , it is performed to mark a ritual such as a wedding or funeral and not for pure entertainment or artistic enjoyment .
1	TRUE	http://en.wikipedia.org/wiki/African_American	AfricanAmerican	African_American	Though his career spanned the desegregation and reintegration of the NFL , as an owner , he never had an African American on any of his teams , but Bert Jr. believed the mere discussion of whether his father was prejudiced was absurd .
1	TRUE	http://en.wikipedia.org/wiki/Afro-soul	Afro-soul	Afro-soul	Fela Kuti began performing in 1961 , but did not start playing in his distinctive Afrobeat style until his exposure to Sierra Leonean Afro-soul singer Geraldo Pino in 1963 .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	Afro-juju was a combination of Afrobeat and fuji , and it ignited such fervor among Shina's fans that the phenomenon was dubbed " Shinamania " .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	Afrobeat is a style most closely associated with Nigeria , though practitioners and fans are found throughout West Africa , and Afrobeat recordings are a prominent part of the world music category found throughout the developed world .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	Although Kuti is often credited as the only pioneer of Afrobeat , other musicians such as Orlando Julius Ekemode were also prominent in the early Afrobeat scene , where they combined highlife , jazz and funk .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	By the end of the '80s and early '90s , Afrobeat had diversified by taking in new influences from jazz and rock and roll .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	Fela Kuti and his Afrobeat followers were among the most famous of the musicians considered world music .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	Fela Kuti began performing in 1961 , but did not start playing in his distinctive Afrobeat style until his exposure to Sierra Leonean Afro-soul singer Geraldo Pino in 1963 .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	In the 1980s , Afrobeat became affiliated with the burgeoning genre of world music .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	In the 21st century , Afrobeat is still one of the most recognized genres in Nigeria with more artists joining the music scene , such artists include D'banj , Wizkid , Donjazzy , , Femi Kuti and so much more .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	Over the years most Nigerian female artists stuck to the contemporary African music , but in the 21st century several female artists began to diversify into other genres like Rap , Hip-hop and Afrobeat .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	Some of the popular female Nigerian rappers include , Weird Mc , Eva Alordiah , and Sasha P. While in terms of Afrobeat there are so many female artists but only a few have been constant over the years like Omawumi Megbele and Tiwa Savage .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	The ever-masked and enigmatic Lágbájá became one of the standard-bearers of the new wave of Afrobeat , especially after his 1996 LP " C'est Une African Thing " .
1	TRUE	http://en.wikipedia.org/wiki/Afrobeat	Afrobeat	Afrobeat	The result was a profusion of new styles in the last few decades of the 20th century , including waka music , Yo-pop and Afrobeat .
1	TRUE	http://en.wikipedia.org/wiki/Agidigbo	agidigbo	Agidigbo	The music required two or three talking drums ( " omele " ) , a rattle ( " sekere " ) , thumb piano ( " agidigbo " ) and a bell ( " agogo " ) .
1	FALSE	http://en.wikipedia.org/wiki/Aix-en-Provence	AquaeSextiae	Aix-en-Provence	The late phase of this period sees the beginnings of the Germanic migrations , starting with the invasions of the Teutons and the Cimbri until their defeat at the Battle of Aquae Sextiae in 102 BC , presaging the more turbulent Roman Iron Age and Age of Migrations .
1	TRUE	http://en.wikipedia.org/wiki/Ajisari	ajisari	Ajisari	Fuji was a synthesis of apala with the " ornamented , free-rhythmic " vocals of " ajisari " devotional musicians and was accompanied by the sakara , a tambourine-drum , and Hawaiian guitar .
1	TRUE	http://en.wikipedia.org/wiki/Ajisari	ajisari	Ajisari	However , at its roots , fuji is a mixture of Muslim traditional were music'ajisari songs with " aspects of apala percussion and vocal songs and brooding , philosophical sakara music " ; of these elements , " apala " is the fundamental basis of fuji The first stars of fuji were the rival bandleaders Alhaji Sikiru Ayinde Barrister and Ayinla Kollington Alhaji Sikiru Ayinde Barrister started his fuji career in the early 1970s with the " Golden Fuji Group " , although he had sung Muslim songs since he was 10 years old .
1	TRUE	http://en.wikipedia.org/wiki/Akin_Euba	AkinEuba	Akin_Euba	In the 20th century , Nigeria produced a number of classical composers ; these include Fela Sowande , Joshua Uzoigwe , Akin Euba , and Godwin Sadoh .
1	FALSE	http://en.wikipedia.org/wiki/Alameda_Terminal	Alameda	Alameda_Terminal	The railroad entered Alameda and Oakland from the south , roughly paralleling what would later become and later still Interstates 5 , 205 , and 580 .
1	TRUE	http://en.wikipedia.org/wiki/Alameda_Terminal	AlamedaTerminal	Alameda_Terminal	, the western part of the route was extended from Sacramento to the Alameda Terminal in Alameda, California , and shortly thereafter , to the Oakland Long Wharf at Oakland Point in Oakland, California and on to San Jose, California .
1	FALSE	http://en.wikipedia.org/wiki/Alameda,_California	Alameda,California	Alameda,_California	, the western part of the route was extended from Sacramento to the Alameda Terminal in Alameda , California , and shortly thereafter , to the Oakland Long Wharf at Oakland Point in Oakland , California and on to San Jose , California .
1	TRUE	http://en.wikipedia.org/wiki/Alaska	Alaska	Alaska	Apart from land that was formally owned at the time of the Revolutionary War , most American landholders can trace their title back to grants by the federal or state governments of land obtained by purchase ( Louisiana Purchase , Florida , Alaska ) , treaty ( the Ohio Valley , New Mexico , Arizona , and California ) , or annexation ( Texas , Hawaii ) .
1	TRUE	http://en.wikipedia.org/wiki/Albert_Gleizes	AlbertGleizes	Albert_Gleizes	Albert Gleizes chose to Passy as the subject of this painting .
1	TRUE	http://en.wikipedia.org/wiki/Albert_Gleizes	AlbertGleizes	Albert_Gleizes	The painting of Albert Gleizes , " Les ponts de Paris ( Passy ) , The Bridges of Paris ( Passy ) " , in the collection of the Museum Moderner Kunst ( mumok ) , Vienna , refers to the spirit of solidarity among the newly formed " Artists of Passy " , during a time when factions had begun to develop within Cubism .
0	FALSE	http://en.wikipedia.org/wiki/Alcoholism	alcoholic	Alcoholism	However , " palm-wine " originally referred to a diverse set of styles played with string instruments , characteristically , guitars or banjos ) with shakers and hand drums accompanying This urban style was frequently played in bars to accompany drinking ( hence the name , which is derived from the alcoholic palm wine beverage ) .
0	TRUE	http://en.wikipedia.org/wiki/Alexandria	Alexandria	Alexandria	Philo of Alexandria was a Jewish Hellenistic philosopher who was important for connecting the Hebrew Scriptures to Greek thought , and thereby to Greek Christians , who struggled to understand their connection to Jewish history .
0	TRUE	http://en.wikipedia.org/wiki/Alexandria	Alexandria	Alexandria	The Alexandrian contribution to Christian mysticism centers on Origen and Clement of Alexandria .
0	TRUE	http://en.wikipedia.org/wiki/Alexandria	Alexandria	Alexandria	The Eastern Christian tradition speaks of this transformation in terms of theosis or divinization , perhaps best summed up by an ancient aphorism usually attributed to Athanasius of Alexandria : " God became human so that man might become god .
1	FALSE	http://en.wikipedia.org/wiki/Alexis_Thompson_(American_football_owner)	AlexisThompson	Alexis_Thompson_(American_football_owner)	In December 1940 , Bell conciliated the sale of Rooney's Steelers to Alexis Thompson , and then Rooney acquired half of Bell's interest in the Eagles .
1	TRUE	http://en.wikipedia.org/wiki/Alfred_Nobel	AlfredNobel	Alfred_Nobel	This problem of " touchy " nitroglycerin would be largely solved with the invention of dynamite by Alfred Nobel in 1867 in Sweden , which used " stabilized " nitroglycerin .
1	TRUE	http://en.wikipedia.org/wiki/Alhaji_Sikiru_Ayinde_Barrister	Alhaji Sikiru Ayinde Barrister	Alhaji_Sikiru_Ayinde_Barrister	Fuji was named after Mount Fuji in Japan , purely for the sound of the word , according to Alhaji Sikiru Ayinde Barrister .
1	TRUE	http://en.wikipedia.org/wiki/Alhaji_Sikiru_Ayinde_Barrister	Alhaji Sikiru Ayinde Barrister	Alhaji_Sikiru_Ayinde_Barrister	Modern styles such as Alhaji Sikiru Ayinde Barrister 's fuji , Salawa Abeni 's waka and Yusuf Olatunji 's sakara are derived primarily from Yoruba traditional music.Yoruba music have now come of age and the new generation of Nigerian music now sing in their native language .
1	TRUE	http://en.wikipedia.org/wiki/Alhaji_Sikiru_Ayinde_Barrister	Alhaji Sikiru Ayinde Barrister	Alhaji_Sikiru_Ayinde_Barrister	However , at its roots , fuji is a mixture of Muslim traditional were music'ajisari songs with " aspects of apala percussion and vocal songs and brooding , philosophical sakara music " ; of these elements , " apala " is the fundamental basis of fuji The first stars of fuji were the rival bandleaders Alhaji Sikiru Ayinde Barrister and Ayinla Kollington Alhaji Sikiru Ayinde Barrister started his fuji career in the early 1970s with the " Golden Fuji Group " , although he had sung Muslim songs since he was 10 years old .
1	TRUE	http://en.wikipedia.org/wiki/All-America_Football_Conference	All-AmericaFootballConference	All-America_Football_Conference	As commissioner , he implemented a proactive anti-gambling policy , negotiated a merger with the All-America Football Conference ( AAFC ) , and unilaterally crafted the entire league schedule with an emphasis on enhancing the dramatic effect of late-season matches .
1	TRUE	http://en.wikipedia.org/wiki/All-America_Football_Conference	All-AmericaFootballConference	All-America_Football_Conference	Compounding Bell 's problems , Arch Ward organized the All-America Football Conference ( AAFC ) in 1944 to displace the NFL 's sovereignty in professional football .
1	TRUE	http://en.wikipedia.org/wiki/AllMusic	allmusic	AllMusic	Alan Escher of allmusic suggested that the albums lyrics may be " trying to tap into the incredibly dark overtones " used by Nine Inch Nails' Trent Reznor , but that the music " is almost always interesting , and knows how to rock " .
0	FALSE	http://en.wikipedia.org/wiki/Allodial_title	allodial land	Allodial_title	Some land in the Orkney and Shetland Islands , known as udal land , is held in a manner akin to allodial land in that these titles are not subject to the ultimate ownership of the Crown .
0	FALSE	http://en.wikipedia.org/wiki/Allodial_title	allodial land	Allodial_title	Property owned under allodial title is referred to as allodial land , allodium , or an allod .
0	FALSE	http://en.wikipedia.org/wiki/Allodial_title	allodial land	Allodial_title	In the United States , land is subject to eminent domain by federal , state and local government , and subject to the imposition of taxes by state and/or local governments , and there is thus no true allodial land .
0	FALSE	http://en.wikipedia.org/wiki/Allodial_title	alod	Allodial_title	In the Domesday Book it is called alod .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	However , if allodial title has been established and not relinquished , the homestead exemption " extends to all equity in the dwelling , its appurtenances and the land on which it is located .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	There is no specific reference to allodial title in the text of the treaty .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Once allodial title is established , it " is valid for as long as the homeowner continues to own the residence unless he chooses to relinquish the allodial title [ .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	The state treasurer then determines the amount which is required to be paid by the property owner to establish allodial title .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Many state constitutions ( Arkansas , Wisconsin , Minnesota , New York ) refer to allodial title , but only to clearly distinguish it from feudal title .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	One or more persons who own such a home in any form of joint ownership may apply for the allodial title , jointly if the dwelling is occupied by each person included in the application .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	In most states , property held by churches for the purpose of worship also has status similar to allodial title .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	In the modern developed world , true allodial title is only possible for nation state governments .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	The importance and benefit of establishing allodial title extends beyond the non-payment of property taxes .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	If the property owner enters into an agreement with the state to make installment payments ( in lieu of a lump sum payment ) , the issue of a certificate of allodial title occurs upon the receipt by the treasurer of the last payment .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	For example , universities and colleges that hold property for educational purposes can be described as having allodial title .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	In 2005 , the Nevada Legislature prohibited applications by property owners for allodial title after June 13 of that year .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Efforts to obtain " allodial title " usually advise property owners to file a deed of allodial title with the local registry office , or to publish a notice of " allodial " title in a local newspaper .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	Allodial title	Allodial_title	Allodial title constitutes ownership of real property ( land , buildings and fixtures ) that is independent of any superior landlord .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Once a property owner receives a certificate of allodial title , he is relieved from the payment of all further property taxes , " unless the allodial title is relinquished by the homeowner or his heirs .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	The only area within the homestead laws wherein allodial title fails to provide an extra benefit is in the realm of civil and criminal forfeiture of property .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	Allodial title	Allodial_title	Allodial title is therefore the opposite of feudal land tenure .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Some realms ( such as Australia and Canada ) recognize aboriginal title , a form of allodial title that does not originate from a Crown grant .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Nevada allowed persons who owned and lived in single family residences to obtain allodial title if the property was not mortgaged and had no tax liens .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Furthermore , although the regular homestead exemption provides no protection against legal process to enforce the payment of obligations contracted for the purchase of the property , or for improvements made thereon ( including any mechanic 's lien lawfully obtained ) , or for legal taxes , or for any mortgage or deed of trust executed upon the property , the holder of an allodial title is fully exempt from all of these under the homestead laws .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	Allodial title	Allodial_title	Allodial title is related to the concept of land held " in allodium " , or land ownership by occupancy and defense of the land .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Property owned under allodial title is referred to as allodial land , allodium , or an allod .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Some groups say references to allodial title in state constitutions and ( allegedly ) the Treaty of Paris give property owners " inalienable " title to their property .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Historically , allodial title was sometimes used to distinguish ownership of land without feudal duties from ownership by feudal tenure which restricted alienation and burdened land with the tenurial rights of a landholder 's overlord or sovereign .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	The title shall be relinquished if the property is sold , leased or transferred by the allodial title holder ; the allodial title holder no longer occupies the dwelling for 150 days ; or the home is converted to anything other than a single-family dwelling occupied by the owner .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	If allodial title is relinquished , either voluntarily or otherwise , the property owner receives a refund of the unused portion of the payments made to originally establish the allodial title .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	In France , while allodial title existed before the French Revolution , it was rare and limited to ecclesiastical properties and property that had fallen out of feudal ownership .
1	TRUE	http://en.wikipedia.org/wiki/Allodial_title	allodial title	Allodial_title	Some states created a form of allodial title while others retained the tenurial system with the state as the new ultimate landholder .
